* Block Type = 48well
* Chemistry = TAQMAN
* Experiment File Name = D:\Leptospira\15-4-27  Muestras roedores 2.eds
* Experiment Run End Time = 2015-04-27 16:54:12 PM ART
* Instrument Type = stepone
* Passive Reference = 

[Amplification Data]
Well	Cycle	ΔRn
E7	26	206.3797
E7	27	231.1836
E7	28	243.4374
E7	29	283.2897
E7	30	304.4513
E7	31	292.6005
E7	32	331.8851
E7	33	331.1888
E7	34	357.2948
E7	35	396.3
E7	36	391.9218
E7	37	434.8047
E7	38	451.4088
E7	39	464.3808
E7	40	475.3164
E8	1	111.9959
E8	2	67.8543
E8	3	38.7719
E8	4	21.2359
E8	5	5.7093
E8	6	-3.8918
E8	7	-10.1897
E8	8	0.6522
E8	9	-7.5383
E8	10	-9.721
E8	11	-4.5611
E8	12	-10.4711
E8	13	-3.7767
E8	14	-19.2216
E8	15	-12.5181
E8	16	-2.7101
E8	17	-11.6322
E8	18	-16.4647
E8	19	-9.867
E8	20	-5.6135
E8	21	-8.6988
E8	22	11.3457
E8	23	13.1581
E8	24	2.6558
E8	25	16.6016
E8	26	26.7454
E8	27	12.7233
E8	28	36.8456
E8	29	41.4222
E8	30	75.1403
E8	31	97.1776
E8	32	191.234
E8	33	307.4874
E8	34	506.3742
E8	35	874.0869
E8	36	1338.739
E8	37	1928.2306
E8	38	2405.0542
E8	39	2690.7346
E8	40	3052.5479
F1	1	146.1802
F1	2	120.1356
F1	3	79.6312
F1	4	54.028
F1	5	34.1125
F1	6	12.7768
F1	7	-2.6691
F1	8	-4.5972
F1	9	-20.5436
F1	10	-29.0438
F1	11	-32.8697
F1	12	-33.1219
F1	13	-41.0754
F1	14	-58.3187
F1	15	-21.747
F1	16	-29.2721
F1	17	-28.6357
F1	18	-13.9034
F1	19	-17.5079
F1	20	-0.2262
F1	21	3.0431
F1	22	23.3996
F1	23	14.6673
F1	24	20.4167
F1	25	21.8111
F1	26	24.9127
F1	27	44.7327
F1	28	48.255
F1	29	62.2415
F1	30	106.2505
F1	31	141.1902
F1	32	242.2866
F1	33	329.0075
F1	34	622.8729
F1	35	976.2867
F1	36	1527.606
F1	37	2000.0493
F1	38	2682.6482
F1	39	2954.0518
F1	40	2944.0764
F2	1	176.0102
F2	2	116.7289
F2	3	53.2887
F2	4	35.1346
F2	5	30.375
F2	6	2.311
F2	7	-11.3379
F2	8	-9.2088
F2	9	-18.363
F2	10	-28.8379
F2	11	-13.3598
F2	12	-19.0058
F2	13	-20.9437
F2	14	-11.9769
F2	15	-12.3592
F2	16	-32.3759
F2	17	-12.9672
F2	18	-8.6743
F2	19	-5.4674
F2	20	4.7477
F2	21	2.1017
F2	22	-2.3253
F2	23	9.8466
F2	24	13.2681
F2	25	11.591
F2	26	6.748
F2	27	16.8295
F2	28	20.9611
F2	29	14.1956
F2	30	36.3526
F2	31	44.3067
F2	32	74.2512
F2	33	110.3953
F2	34	197.2763
F2	35	364.0539
F2	36	620.3553
F2	37	1095.0155
F2	38	1901.1934
F2	39	3062.0056
F2	40	4576.8589
F3	1	123.4161
F3	2	93.2401
F3	3	36.5837
F3	4	6.1273
F3	5	-3.7342
F3	6	-15.1847
F3	7	-19.114
F3	8	-1.3068
F3	9	-8.997
F3	10	-12.1717
F3	11	-3.421
F3	12	-13.2714
F3	13	-3.7788
F3	14	5.556
F3	15	32.7126
F3	16	23.5337
F3	17	45.5864
F3	18	75.5726
F3	19	113.3243
F3	20	220.5654
F3	21	354.5184
F3	22	655.9078
F3	23	1183.6749
F3	24	2048.7061
F3	25	3485.3423
F3	26	5327.1924
F3	27	7491.6709
F3	28	9416.7871
F3	29	10797.8174
F3	30	12049.8574
F3	31	12789.3711
F3	32	13692.0469
F3	33	14163.4199
F3	34	14715.5137
F3	35	15206.4785
F3	36	15420.8047
F3	37	15772.0801
F3	38	16073.9404
F3	39	16213.3506
F3	40	16390.8633
F4	1	125.9789
F4	2	107.5568
F4	3	18.3791
F4	4	-3.6475
F4	5	-10.4088
F4	6	-11.1656
F4	7	-6.5594
F4	8	-3.7859
F4	9	17.1882
F4	10	23.6195
F4	11	62.8726
F4	12	100.1508
F4	13	159.6288
F4	14	282.224
F4	15	511.6238
F4	16	886.4103
F4	17	1614.5641
F4	18	2817.3359
F4	19	4656.4976
F4	20	7182.8154
F4	21	9827.2197
F4	22	12054.2021
F4	23	13561.9551
F4	24	14491.9424
F4	25	15477.2432
F4	26	16065.0107
F4	27	16637.2754
F4	28	17089.1133
F4	29	17487.4199
F4	30	17880.8047
F4	31	18030.0293
F4	32	18456.2617
F4	33	18520.0645
F4	34	18814.6914
F4	35	19015.4785
F4	36	19107.627
F4	37	19260.0254
F4	38	19399.8066
F4	39	19477.3418
F4	40	19517.209
F5	1	254.4404
F5	2	172.7584
F5	3	102.0729
F5	4	50.3066
F5	5	40.9451
F5	6	23.2393
F5	7	13.1216
F5	8	2.0782
F5	9	-29.4189
F5	10	-27.1506
F5	11	-31.8217
F5	12	-42.9887
F5	13	-42.5803
F5	14	-38.0755
F5	15	-21.9621
F5	16	-31.6148
F5	17	-20.6214
F5	18	-17.1231
F5	19	-22.969
F5	20	5.2658
F5	21	-13.7603
F5	22	0.2983
F5	23	-4.6646
F5	24	-6.7189
F5	25	-2.2702
F5	26	-7.5512
F5	27	1.6656
F5	28	-14.8312
F5	29	7.9821
F5	30	5.5108
F5	31	12.8014
F5	32	19.5851
F5	33	27.6999
F5	34	30.5394
F5	35	33.0105
F5	36	31.9395
F5	37	40.1845
F5	38	49.8248
F5	39	35.7759
F5	40	61.7096
F6	1	
F6	2	
F6	3	
F6	4	
F6	5	
F6	6	
F6	7	
F6	8	
F6	9	
F6	10	
F6	11	
F6	12	
F6	13	
F6	14	
F6	15	
F6	16	
F6	17	
F6	18	
F6	19	
F6	20	
F6	21	
F6	22	
F6	23	
F6	24	
F6	25	
F6	26	
F6	27	
F6	28	
F6	29	
F6	30	
F6	31	
F6	32	
F6	33	
F6	34	
F6	35	
F6	36	
F6	37	
F6	38	
F6	39	
F6	40	
F7	1	
F7	2	
F7	3	
F7	4	
F7	5	
F7	6	
F7	7	
F7	8	
F7	9	
F7	10	
F7	11	
F7	12	
F7	13	
F7	14	
F7	15	
F7	16	
F7	17	
F7	18	
F7	19	
F7	20	
F7	21	
F7	22	
F7	23	
F7	24	
F7	25	
F7	26	
F7	27	
F7	28	
F7	29	
F7	30	
F7	31	
F7	32	
F7	33	
F7	34	
F7	35	
F7	36	
F7	37	
F7	38	
F7	39	
F7	40	
F8	1	
F8	2	
F8	3	
F8	4	
F8	5	
F8	6	
F8	7	
F8	8	
F8	9	
F8	10	
F8	11	
F8	12	
F8	13	
F8	14	
F8	15	
F8	16	
F8	17	
F8	18	
F8	19	
F8	20	
F8	21	
F8	22	
F8	23	
F8	24	
F8	25	
F8	26	
F8	27	
F8	28	
F8	29	
F8	30	
F8	31	
F8	32	
F8	33	
F8	34	
F8	35	
F8	36	
F8	37	
F8	38	
F8	39	
F8	40	
