"Well"	"Cycle"	"Rn"	"delta.RN"
"8521"	"LZ29"	12	2098.3518	-91.0681
"8531"	"LZ29"	13	2054.0962	-103.7611
"8541"	"LZ29"	14	2034.428	-91.8668
"8551"	"LZ29"	15	1979.4052	-115.3271
"8561"	"LZ29"	16	1961.0082	-102.1615
"8571"	"LZ29"	17	1952.8602	-78.7469
"8581"	"LZ29"	18	1946.8611	-53.1835
"8591"	"LZ29"	19	1911.01	-57.472
"8601"	"LZ29"	20	1910.9414	-25.9781
"8611"	"LZ29"	21	1899.4492	-5.9078
"8621"	"LZ29"	22	1869.7439	-4.0505
"8631"	"LZ29"	23	1841.7466	-0.4853
"8641"	"LZ29"	24	1815.126	4.4566
"8651"	"LZ29"	25	1813.9343	34.8275
"8661"	"LZ29"	26	1783.986	36.4417
"8671"	"LZ29"	27	1773.9728	57.9911
"8681"	"LZ29"	28	1772.6794	88.2603
"8691"	"LZ29"	29	1729.6042	76.7476
"8701"	"LZ29"	30	1725.63	104.3359
"8711"	"LZ29"	31	1719.7278	129.9962
"8721"	"LZ29"	32	1722.9792	164.8103
"8731"	"LZ29"	33	1743.0031	216.3966
"8741"	"LZ29"	34	1745.9753	250.9314
"8751"	"LZ29"	35	1766.5291	303.0477
"8761"	"LZ29"	36	1807.3657	375.4469
"8771"	"LZ29"	37	1925.7402	525.384
"8781"	"LZ29"	38	2080.5864	711.7927
"8791"	"LZ29"	39	2365.5266	1028.2954
"8801"	"LZ29"	40	2760.9258	1455.2572
"8811"	"LZ34"	1	3375.8892	1188.8539
"8821"	"LZ34"	2	2812.6035	644.0048
"8831"	"LZ34"	3	2535.0867	384.9243
"8841"	"LZ34"	4	2335.3972	203.6714
"8851"	"LZ34"	5	2246.936	133.6466
"8861"	"LZ34"	6	2133.4492	38.5963
"8871"	"LZ34"	7	2046.5686	-29.8479
"8881"	"LZ34"	8	2019.8325	-38.1475
"8891"	"LZ34"	9	1968.8289	-70.7147
"8901"	"LZ34"	10	1968.4207	-52.6864
"8911"	"LZ34"	11	1897.8579	-104.8127
"8921"	"LZ34"	12	1890.3728	-93.8614
"8931"	"LZ34"	13	1845.8168	-119.9809
"8941"	"LZ34"	14	1833.5188	-113.8424
"8951"	"LZ34"	15	1813.4137	-115.5111
"8961"	"LZ34"	16	1824.9595	-85.5288
"8971"	"LZ34"	17	1793.3784	-98.6734
"8981"	"LZ34"	18	1791.3647	-82.2506
"8991"	"LZ34"	19	1769.1364	-86.0426
"9001"	"LZ34"	20	1777.7654	-58.9771
"9011"	"LZ34"	21	1759.3588	-58.9472
"9021"	"LZ34"	22	1754.302	-45.5675
"9031"	"LZ34"	23	1752.2535	-29.1795
"9041"	"LZ34"	24	1754.8571	-8.1395
"9051"	"LZ34"	25	1740.8638	-3.6964
"9061"	"LZ34"	26	1745.0833	18.9596
"9071"	"LZ34"	27	1738.5325	30.8453
"9081"	"LZ34"	28	1720.8153	31.5646
"9091"	"LZ34"	29	1732.9456	62.1313
"9101"	"LZ34"	30	1706.1801	53.8022
"9111"	"LZ34"	31	1715.8496	81.9082
"9121"	"LZ34"	32	1726.2566	110.7517
"9131"	"LZ34"	33	1742.6746	145.6061
"9141"	"LZ34"	34	1728.2505	149.6185
"9151"	"LZ34"	35	1762.0798	201.8843
"9161"	"LZ34"	36	1814.6169	272.8579
"9171"	"LZ34"	37	1917.9417	394.6191
"9181"	"LZ34"	38	2111.2366	606.3505
"9191"	"LZ34"	39	2450.7949	964.3453
"9201"	"LZ34"	40	3058.2407	1590.2275
"9211"	"LZ31"	1	3737.0222	811.2255
"9221"	"LZ31"	2	3411.5278	506.8763
"9231"	"LZ31"	3	3137.6118	254.1055
"9241"	"LZ31"	4	2984.7251	122.364
"9251"	"LZ31"	5	2894.376	53.16
"9261"	"LZ31"	6	2822.5269	2.4561
"9271"	"LZ31"	7	2765.7456	-33.18
"9281"	"LZ31"	8	2739.6301	-38.1503
"9291"	"LZ31"	9	2707.4214	-49.2138
"9301"	"LZ31"	10	2677.6384	-57.8516
"9311"	"LZ31"	11	2652.1018	-62.243
"9321"	"LZ31"	12	2648.6724	-44.5273
"9331"	"LZ31"	13	2606.8425	-65.2119
"9341"	"LZ31"	14	2595.2004	-55.7088
"9351"	"LZ31"	15	2570.3579	-59.4062
"9361"	"LZ31"	16	2538.2646	-70.3543
"9371"	"LZ31"	17	2522.8914	-64.5824
"9381"	"LZ31"	18	2525.6917	-40.6369
"9391"	"LZ31"	19	2500.4441	-44.7393
"9401"	"LZ31"	20	2498.8262	-25.212
"9411"	"LZ31"	21	2488.8591	-14.0338
"9421"	"LZ31"	22	2488.1509	6.4031
"9431"	"LZ31"	23	2464.1226	3.52
"9441"	"LZ31"	24	2425.6567	-13.8007
"9451"	"LZ31"	25	2434.1013	15.7891
"9461"	"LZ31"	26	2412.9106	15.7436
"9471"	"LZ31"	27	2408.4355	32.4137
"9481"	"LZ31"	28	2415.5117	60.635
"9491"	"LZ31"	29	2400.8208	67.0893
"9501"	"LZ31"	30	2417.759	105.1727
"9511"	"LZ31"	31	2407.2583	115.8172
"9521"	"LZ31"	32	2447.9651	177.6691
"9531"	"LZ31"	33	2508.2493	259.0985
"9541"	"LZ31"	34	2577.2158	349.2102
"9551"	"LZ31"	35	2791.3535	584.4931
"9561"	"LZ31"	36	3137.7507	952.0355
"9571"	"LZ31"	37	3782.2676	1617.6975
"9581"	"LZ31"	38	4807.937	2664.5122
"9591"	"LZ31"	39	6236.418	4114.1382
"9601"	"LZ31"	40	7919.2729	5818.1387
"1281"	"LZ28"	1	-955.6551	120.5159
"1282"	"LZ28"	2	-1007.5547	73.8834
"1283"	"LZ28"	3	-1036.8135	49.8917
"1284"	"LZ28"	4	-1072.9395	19.0328
"1285"	"LZ28"	5	-1072.842	24.3973
"1286"	"LZ28"	6	-1086.1326	16.3739
"1287"	"LZ28"	7	-1107.0149	0.7586
"1288"	"LZ28"	8	-1108.3143	4.7263
"1289"	"LZ28"	9	-1136.2295	-17.9218
"1290"	"LZ28"	10	-1127.9021	-4.3273
"1291"	"LZ28"	11	-1144.1938	-15.352
"1292"	"LZ28"	12	-1147.9949	-13.886
"1293"	"LZ28"	13	-1158.2449	-18.8689
"1294"	"LZ28"	14	-1168.39	-23.7469
"1295"	"LZ28"	15	-1159.7959	-9.8858
"1296"	"LZ28"	16	-1172.1559	-16.9787
"1297"	"LZ28"	17	-1170.8606	-10.4163
"1298"	"LZ28"	18	-1177.4952	-11.7839
"1299"	"LZ28"	19	-1194.6061	-23.6276
"1300"	"LZ28"	20	-1190.3114	-14.0659
"1301"	"LZ28"	21	-1201.2021	-19.6895
"1302"	"LZ28"	22	-1197.7872	-11.0075
"1303"	"LZ28"	23	-1199.0288	-6.982
"1304"	"LZ28"	24	-1193.2527	4.0612
"1305"	"LZ28"	25	-1210.3949	-7.814
"1306"	"LZ28"	26	-1200.2744	7.5736
"1307"	"LZ28"	27	-1197.2025	15.9126
"1308"	"LZ28"	28	-1202.8518	15.5304
"1309"	"LZ28"	29	-1201.5295	22.1197
"1310"	"LZ28"	30	-1182.9403	45.976
"1311"	"LZ28"	31	-1189.4031	44.7803
"1312"	"LZ28"	32	-1186.7422	52.7083
"1313"	"LZ28"	33	-1152.1335	92.584
"1314"	"LZ28"	34	-1134.6301	115.3545
"1315"	"LZ28"	35	-1065.6678	189.5839
"1316"	"LZ28"	36	-949.2975	311.2213
"1317"	"LZ28"	37	-744.1097	521.6761
"1318"	"LZ28"	38	-365.7999	905.2531
"1319"	"LZ28"	39	292.5644	1568.8844
"1320"	"LZ28"	40	1344.8107	2626.3977
"1321"	"LZ36"	1	-987.2565	119.6619
"1322"	"LZ36"	2	-1031.4905	74.6519
"1323"	"LZ36"	3	-1069.0677	36.2986
"1324"	"LZ36"	4	-1078.9773	25.6131
"1325"	"LZ36"	5	-1071.8632	31.9512
"1326"	"LZ36"	6	-1096.3091	6.7293
"1327"	"LZ36"	7	-1098.1207	4.1416
"1328"	"LZ36"	8	-1092.837	8.6493
"1329"	"LZ36"	9	-1106.9043	-6.194
"1330"	"LZ36"	10	-1113.562	-13.6277
"1331"	"LZ36"	11	-1100.8599	-1.7015
"1332"	"LZ36"	12	-1106.0912	-7.7089
"1333"	"LZ36"	13	-1113.8468	-16.2405
"1334"	"LZ36"	14	-1116.2126	-19.3823
"1335"	"LZ36"	15	-1113.9695	-17.9152
"1336"	"LZ36"	16	-1118.4421	-23.1638
"1337"	"LZ36"	17	-1110.7488	-16.2465
"1338"	"LZ36"	18	-1115.5471	-21.8208
"1339"	"LZ36"	19	-1119.7628	-26.8125
"1340"	"LZ36"	20	-1094.6537	-2.4794
"1341"	"LZ36"	21	-1097.0957	-5.6974
"1342"	"LZ36"	22	-1109.8718	-19.2496
"1343"	"LZ36"	23	-1082.8104	7.0358
"1344"	"LZ36"	24	-1095.9971	-6.9268
"1345"	"LZ36"	25	-1095.6726	-7.3784
"1346"	"LZ36"	26	-1083.3394	4.1789
"1347"	"LZ36"	27	-1093.8829	-7.1407
"1348"	"LZ36"	28	-1084.0994	1.8669
"1349"	"LZ36"	29	-1085.9741	-0.7839
"1350"	"LZ36"	30	-1057.0879	27.3263
"1351"	"LZ36"	31	-1060.1448	23.4934
"1352"	"LZ36"	32	-1039.6765	43.1857
"1353"	"LZ36"	33	-1042.3716	39.7146
"1354"	"LZ36"	34	-1015.64	65.6702
"1355"	"LZ36"	35	-960.644	119.8902
"1356"	"LZ36"	36	-881.3446	198.4136
"1357"	"LZ36"	37	-730.2911	348.6911
"1358"	"LZ36"	38	-460.6274	617.5787
"1359"	"LZ36"	39	8.625	1086.0552
"1360"	"LZ36"	40	806.6514	1883.3055
"1361"	"LZ35"	1	-978.0059	181.6965
"1362"	"LZ35"	2	-1062.8254	98.3476
"1363"	"LZ35"	3	-1126.2646	36.379
"1364"	"LZ35"	4	-1138.9283	25.186
"1365"	"LZ35"	5	-1152.5574	13.0276
"1366"	"LZ35"	6	-1168.095	-1.0394
"1367"	"LZ35"	7	-1172.0884	-3.5622
"1368"	"LZ35"	8	-1176.8342	-6.8374
"1369"	"LZ35"	9	-1185.854	-14.3865
"1370"	"LZ35"	10	-1190.2209	-17.2828
"1371"	"LZ35"	11	-1186.562	-12.1532
"1372"	"LZ35"	12	-1184.1194	-8.24
"1373"	"LZ35"	13	-1182.3566	-5.0065
"1374"	"LZ35"	14	-1187.9402	-9.1195
"1375"	"LZ35"	15	-1191.6772	-11.3859
"1376"	"LZ35"	16	-1181.9028	-0.1409
"1377"	"LZ35"	17	-1180.4084	2.8241
"1378"	"LZ35"	18	-1185.5673	-0.864
"1379"	"LZ35"	19	-1198.3127	-12.1389
"1380"	"LZ35"	20	-1192.5212	-4.8767
"1381"	"LZ35"	21	-1198.2035	-9.0884
"1382"	"LZ35"	22	-1198.8157	-8.2299
"1383"	"LZ35"	23	-1191.5559	0.5005
"1384"	"LZ35"	24	-1198.2844	-4.7574
"1385"	"LZ35"	25	-1182.3593	12.6384
"1386"	"LZ35"	26	-1190.6887	5.7796
"1387"	"LZ35"	27	-1183.681	14.2579
"1388"	"LZ35"	28	-1203.9146	-4.505
"1389"	"LZ35"	29	-1206.4221	-5.5419
"1390"	"LZ35"	30	-1210.0984	-7.7475
"1391"	"LZ35"	31	-1191.7778	12.0437
"1392"	"LZ35"	32	-1181.0249	24.2672
"1393"	"LZ35"	33	-1186.1921	20.5706
"1394"	"LZ35"	34	-1122.6929	85.5405
"1395"	"LZ35"	35	-1046.4857	163.2183
"1396"	"LZ35"	36	-903.6067	307.568
"1397"	"LZ35"	37	-614.9169	597.7284
"1398"	"LZ35"	38	-86.105	1128.011
"1399"	"LZ35"	39	751.1694	1966.756
"1400"	"LZ35"	40	2047.2966	3264.3538
"1401"	"LZ37"	1	-1017.0694	210.4528
"1402"	"LZ37"	2	-1121.623	106.286
"1403"	"LZ37"	3	-1180.5486	47.7473
"1404"	"LZ37"	4	-1205.7737	22.9091
"1405"	"LZ37"	5	-1211.851	17.2186
"1406"	"LZ37"	6	-1232.6014	-3.145
"1407"	"LZ37"	7	-1231.2457	-1.4024
"1408"	"LZ37"	8	-1221.3254	8.9047
"1409"	"LZ37"	9	-1234.7302	-4.1132
"1410"	"LZ37"	10	-1221.1333	9.8705
"1411"	"LZ37"	11	-1237.3389	-5.9482
"1412"	"LZ37"	12	-1237.6469	-5.8693
"1413"	"LZ37"	13	-1256.3474	-24.183
"1414"	"LZ37"	14	-1256.0312	-23.48
"1415"	"LZ37"	15	-1233.3344	-0.3963
"1416"	"LZ37"	16	-1258.8556	-25.5307
"1417"	"LZ37"	17	-1252.3075	-18.5957
"1418"	"LZ37"	18	-1247.095	-12.9964
"1419"	"LZ37"	19	-1263.9995	-29.514
"1420"	"LZ37"	20	-1237.2891	-2.4168
"1421"	"LZ37"	21	-1249.04	-13.7809
"1422"	"LZ37"	22	-1252.7678	-17.1218
"1423"	"LZ37"	23	-1241.7797	-5.7468
"1424"	"LZ37"	24	-1249.2238	-12.8041
"1425"	"LZ37"	25	-1233.326	3.4805
"1426"	"LZ37"	26	-1239.2889	-2.0955
"1427"	"LZ37"	27	-1231.0225	6.5578
"1428"	"LZ37"	28	-1229.5337	8.4334
"1429"	"LZ37"	29	-1229.526	8.8279
"1430"	"LZ37"	30	-1210.634	28.1068
"1431"	"LZ37"	31	-1220.4232	18.7044
"1432"	"LZ37"	32	-1211.1354	28.3791
"1433"	"LZ37"	33	-1219.8789	20.0224
"1434"	"LZ37"	34	-1205.9138	34.3744
"1435"	"LZ37"	35	-1201.5098	39.1653
"1436"	"LZ37"	36	-1182.5762	58.4857
"1437"	"LZ37"	37	-1141.1106	100.3381
"1438"	"LZ37"	38	-1081.2643	160.5713
"1439"	"LZ37"	39	-1014.1167	228.1057
"1440"	"LZ37"	40	-872.5709	370.0383
"1441"	"LZ39"	1	-888.9668	206.6805
"1442"	"LZ39"	2	-996.2074	101.1377
"1443"	"LZ39"	3	-1042.0264	57.0165
"1444"	"LZ39"	4	-1084.6941	16.0467
"1445"	"LZ39"	5	-1095.5942	6.8443
"1446"	"LZ39"	6	-1100.6897	3.4467
"1447"	"LZ39"	7	-1127.7017	-21.8674
"1448"	"LZ39"	8	-1115.7057	-8.1736
"1449"	"LZ39"	9	-1118.098	-8.8681
"1450"	"LZ39"	10	-1106.8003	4.1275
"1451"	"LZ39"	11	-1119.3662	-6.7406
"1452"	"LZ39"	12	-1129.8953	-15.5718
"1453"	"LZ39"	13	-1130.8101	-14.7888
"1454"	"LZ39"	14	-1115.985	1.7341
"1455"	"LZ39"	15	-1120.6761	-1.2592
"1456"	"LZ39"	16	-1133.8252	-12.7104
"1457"	"LZ39"	17	-1130.0544	-7.2418
"1458"	"LZ39"	18	-1133.692	-9.1816
"1459"	"LZ39"	19	-1145.0129	-18.8047
"1460"	"LZ39"	20	-1135.1726	-7.2665
"1461"	"LZ39"	21	-1134.8999	-5.296
"1462"	"LZ39"	22	-1138.6926	-7.3908
"1463"	"LZ39"	23	-1128.9769	4.0227
"1464"	"LZ39"	24	-1131.8501	2.8474
"1465"	"LZ39"	25	-1129.8601	6.5352
"1466"	"LZ39"	26	-1141.0873	-2.9942
"1467"	"LZ39"	27	-1146.4067	-6.6158
"1468"	"LZ39"	28	-1139.6903	1.7985
"1469"	"LZ39"	29	-1144.0316	-0.845
"1470"	"LZ39"	30	-1125.7729	19.1115
"1471"	"LZ39"	31	-1135.8063	10.776
"1472"	"LZ39"	32	-1126.9709	21.3092
"1473"	"LZ39"	33	-1133.5695	16.4085
"1474"	"LZ39"	34	-1103.2798	48.396
"1475"	"LZ39"	35	-1081.3566	72.0171
"1476"	"LZ39"	36	-1065.922	89.1495
"1477"	"LZ39"	37	-993.4982	163.2711
"1478"	"LZ39"	38	-837.3797	321.0874
"1479"	"LZ39"	39	-632.3071	527.8578
"1480"	"LZ39"	40	-392.8396	769.0232
"1481"	"CS04"	1	-997.7594	206.1271
"1482"	"CS04"	2	-1116.3671	88.9897
"1483"	"CS04"	3	-1160.2061	46.621
"1484"	"CS04"	4	-1178.1216	30.1757
"1485"	"CS04"	5	-1197.9661	11.8014
"1486"	"CS04"	6	-1215.1707	-3.9329
"1487"	"CS04"	7	-1214.1816	-1.4736
"1488"	"CS04"	8	-1232.4095	-18.2313
"1489"	"CS04"	9	-1219.7778	-4.1293
"1490"	"CS04"	10	-1236.7567	-19.638
"1491"	"CS04"	11	-1245.6582	-27.0692
"1492"	"CS04"	12	-1226.5068	-6.4476
"1493"	"CS04"	13	-1238.1471	-16.6176
"1494"	"CS04"	14	-1238.313	-15.3133
"1495"	"CS04"	15	-1230.8585	-6.3885
"1496"	"CS04"	16	-1233.7174	-7.7772
"1497"	"CS04"	17	-1238.4269	-11.0164
"1498"	"CS04"	18	-1229.7202	-0.8395
"1499"	"CS04"	19	-1240.6934	-10.3424
"1500"	"CS04"	20	-1232.8101	-0.9889
"1501"	"CS04"	21	-1243.9257	-10.6342
"1502"	"CS04"	22	-1229.8601	4.9016
"1503"	"CS04"	23	-1221.1022	15.1298
"1504"	"CS04"	24	-1216.3838	21.3184
"1505"	"CS04"	25	-1230.052	9.1204
"1506"	"CS04"	26	-1218.871	21.7717
"1507"	"CS04"	27	-1220.4131	21.6998
"1508"	"CS04"	28	-1215.9261	27.657
"1509"	"CS04"	29	-1209.528	35.5255
"1510"	"CS04"	30	-1191.9474	54.5763
"1511"	"CS04"	31	-1177.0337	70.9602
"1512"	"CS04"	32	-1131.7378	117.7264
"1513"	"CS04"	33	-1086.7085	164.2259
"1514"	"CS04"	34	-980.7875	271.6171
"1515"	"CS04"	35	-812.5879	441.287
"1516"	"CS04"	36	-652.2031	603.142
"1517"	"CS04"	37	-462.8227	793.9927
"1518"	"CS04"	38	-245.3305	1012.9551
"1519"	"CS04"	39	-58.7533	1201.0026
"1520"	"CS04"	40	115.983	1377.2091
"1521"	"CS02"	1	-614.8501	22.0612
"1522"	"CS02"	2	-658.9724	-22.0612
"1523"	"CS02"	3	-703.0483	-66.137
"1524"	"CS02"	4	-687.7036	-50.7924
"1525"	"CS02"	5	-682.9534	-46.0421
"1526"	"CS02"	6	-684.3282	-47.417
"1527"	"CS02"	7	-673.7059	-36.7946
"1528"	"CS02"	8	-662.2511	-25.3398
"1529"	"CS02"	9	-679.7639	-42.8527
"1530"	"CS02"	10	-649.5349	-12.6236
"1531"	"CS02"	11	-638.8906	-1.9793
"1532"	"CS02"	12	-642.168	-5.2568
"1533"	"CS02"	13	-614.446	22.4652
"1534"	"CS02"	14	-603.2413	33.6699
"1535"	"CS02"	15	-566.8189	70.0923
"1536"	"CS02"	16	-576.1318	60.7794
"1537"	"CS02"	17	-554.4438	82.4674
"1538"	"CS02"	18	-535.4518	101.4595
"1539"	"CS02"	19	-521.6644	115.2469
"1540"	"CS02"	20	-499.9387	136.9726
"1541"	"CS02"	21	-476.72	160.1913
"1542"	"CS02"	22	-472.9372	163.9741
"1543"	"CS02"	23	-466.199	170.7122
"1544"	"CS02"	24	-460.8026	176.1087
"1545"	"CS02"	25	-424.777	212.1342
"1546"	"CS02"	26	-430.5316	206.3797
"1547"	"CS02"	27	-405.7277	231.1836
"1548"	"CS02"	28	-393.4738	243.4374
"1549"	"CS02"	29	-353.6216	283.2897
"1550"	"CS02"	30	-332.46	304.4513
"1551"	"CS02"	31	-344.3108	292.6005
"1552"	"CS02"	32	-305.0262	331.8851
"1553"	"CS02"	33	-305.7224	331.1888
"1554"	"CS02"	34	-279.6164	357.2948
"1555"	"CS02"	35	-240.6112	396.3
"1556"	"CS02"	36	-244.9894	391.9218
"1557"	"CS02"	37	-202.1066	434.8047
"1558"	"CS02"	38	-185.5025	451.4088
"1559"	"CS02"	39	-172.5304	464.3808
"1560"	"CS02"	40	-161.5948	475.3164
"1561"	"AV04"	1	-1253.6615	111.9959
"1562"	"AV04"	2	-1299.0332	67.8543
"1563"	"AV04"	3	-1329.3457	38.7719
"1564"	"AV04"	4	-1348.1118	21.2359
"1565"	"AV04"	5	-1364.8685	5.7093
"1566"	"AV04"	6	-1375.6997	-3.8918
"1567"	"AV04"	7	-1383.2278	-10.1897
"1568"	"AV04"	8	-1373.616	0.6522
"1569"	"AV04"	9	-1383.0366	-7.5383
"1570"	"AV04"	10	-1386.4495	-9.721
"1571"	"AV04"	11	-1382.5197	-4.5611
"1572"	"AV04"	12	-1389.6598	-10.4711
"1573"	"AV04"	13	-1384.1954	-3.7767
"1574"	"AV04"	14	-1400.8705	-19.2216
"1575"	"AV04"	15	-1395.3971	-12.5181
"1576"	"AV04"	16	-1386.8192	-2.7101
"1577"	"AV04"	17	-1396.9714	-11.6322
"1578"	"AV04"	18	-1403.0341	-16.4647
"1579"	"AV04"	19	-1397.6665	-9.867
"1580"	"AV04"	20	-1394.6431	-5.6135
"1581"	"AV04"	21	-1398.9585	-8.6988
"1582"	"AV04"	22	-1380.1442	11.3457
"1583"	"AV04"	23	-1379.5619	13.1581
"1584"	"AV04"	24	-1391.2943	2.6558
"1585"	"AV04"	25	-1378.5786	16.6016
"1586"	"AV04"	26	-1369.6649	26.7454
"1587"	"AV04"	27	-1384.9171	12.7233
"1588"	"AV04"	28	-1362.0249	36.8456
"1589"	"AV04"	29	-1358.6785	41.4222
"1590"	"AV04"	30	-1326.1904	75.1403
"1591"	"AV04"	31	-1305.3833	97.1776
"1592"	"AV04"	32	-1212.557	191.234
"1593"	"AV04"	33	-1097.5337	307.4874
"1594"	"AV04"	34	-899.877	506.3742
"1595"	"AV04"	35	-533.3945	874.0869
"1596"	"AV04"	36	-69.9725	1338.739
"1597"	"AV04"	37	518.2889	1928.2306
"1598"	"AV04"	38	993.8826	2405.0542
"1599"	"AV04"	39	1278.3328	2690.7346
"1600"	"AV04"	40	1638.9159	3052.5479
"16011"	"AV05"	1	-389.4971	146.1802
"16021"	"AV05"	2	-419.8831	120.1356
"16031"	"AV05"	3	-464.729	79.6312
"16041"	"AV05"	4	-494.6737	54.028
"16051"	"AV05"	5	-518.9307	34.1125
"16061"	"AV05"	6	-544.6079	12.7768
"16071"	"AV05"	7	-564.3953	-2.6691
"16081"	"AV05"	8	-570.6649	-4.5972
"16091"	"AV05"	9	-590.9528	-20.5436
"16101"	"AV05"	10	-603.7945	-29.0438
"16111"	"AV05"	11	-611.9619	-32.8697
"16121"	"AV05"	12	-616.5555	-33.1219
"16131"	"AV05"	13	-628.8505	-41.0754
"16141"	"AV05"	14	-650.4354	-58.3187
"16151"	"AV05"	15	-618.2051	-21.747
"16161"	"AV05"	16	-630.0717	-29.2721
"16171"	"AV05"	17	-633.7769	-28.6357
"16181"	"AV05"	18	-623.386	-13.9034
"16191"	"AV05"	19	-631.332	-17.5079
"16201"	"AV05"	20	-618.3918	-0.2262
"16211"	"AV05"	21	-619.464	3.0431
"16221"	"AV05"	22	-603.449	23.3996
"16231"	"AV05"	23	-616.5228	14.6673
"16241"	"AV05"	24	-615.1149	20.4167
"16251"	"AV05"	25	-618.062	21.8111
"16261"	"AV05"	26	-619.3019	24.9127
"16271"	"AV05"	27	-603.8234	44.7327
"16281"	"AV05"	28	-604.6426	48.255
"16291"	"AV05"	29	-594.9976	62.2415
"16301"	"AV05"	30	-555.3301	106.2505
"16311"	"AV05"	31	-524.7318	141.1902
"16321"	"AV05"	32	-427.9769	242.2866
"16331"	"AV05"	33	-345.5975	329.0075
"16341"	"AV05"	34	-56.0737	622.8729
"16351"	"AV05"	35	292.9987	976.2867
"16361"	"AV05"	36	839.9764	1527.606
"16371"	"AV05"	37	1308.0784	2000.0493
"16381"	"AV05"	38	1986.3357	2682.6482
"16391"	"AV05"	39	2253.3977	2954.0518
"16401"	"AV05"	40	2239.0811	2944.0764
"16411"	"LZ42"	1	-982.5853	176.0102
"16421"	"LZ42"	2	-1045.379	116.7289
"16431"	"LZ42"	3	-1112.3315	53.2887
"16441"	"LZ42"	4	-1133.9979	35.1346
"16451"	"LZ42"	5	-1142.2699	30.375
"16461"	"LZ42"	6	-1173.8462	2.311
"16471"	"LZ42"	7	-1191.0074	-11.3379
"16481"	"LZ42"	8	-1192.3906	-9.2088
"16491"	"LZ42"	9	-1205.0571	-18.363
"16501"	"LZ42"	10	-1219.0444	-28.8379
"16511"	"LZ42"	11	-1207.0786	-13.3598
"16521"	"LZ42"	12	-1216.2369	-19.0058
"16531"	"LZ42"	13	-1221.6871	-20.9437
"16541"	"LZ42"	14	-1216.2327	-11.9769
"16551"	"LZ42"	15	-1220.1273	-12.3592
"16561"	"LZ42"	16	-1243.6564	-32.3759
"16571"	"LZ42"	17	-1227.76	-12.9672
"16581"	"LZ42"	18	-1226.9794	-8.6743
"16591"	"LZ42"	19	-1227.2848	-5.4674
"16601"	"LZ42"	20	-1220.582	4.7477
"16611"	"LZ42"	21	-1226.7404	2.1017
"16621"	"LZ42"	22	-1234.6797	-2.3253
"16631"	"LZ42"	23	-1226.0201	9.8466
"16641"	"LZ42"	24	-1226.111	13.2681
"16651"	"LZ42"	25	-1231.3004	11.591
"16661"	"LZ42"	26	-1239.6558	6.748
"16671"	"LZ42"	27	-1233.0865	16.8295
"16681"	"LZ42"	28	-1232.4673	20.9611
"16691"	"LZ42"	29	-1242.7451	14.1956
"16701"	"LZ42"	30	-1224.1005	36.3526
"16711"	"LZ42"	31	-1219.6587	44.3067
"16721"	"LZ42"	32	-1193.2264	74.2512
"16731"	"LZ42"	33	-1160.5947	110.3953
"16741"	"LZ42"	34	-1077.2261	197.2763
"16751"	"LZ42"	35	-913.9608	364.0539
"16761"	"LZ42"	36	-661.1717	620.3553
"16771"	"LZ42"	37	-190.0238	1095.0155
"16781"	"LZ42"	38	612.6417	1901.1934
"16791"	"LZ42"	39	1769.9417	3062.0056
"16801"	"LZ42"	40	3281.2827	4576.8589
"16811"	"CP"	1	-71.9465	123.4161
"16821"	"CP"	2	-103.5465	93.2401
"16831"	"CP"	3	-161.6268	36.5837
"16841"	"CP"	4	-193.5072	6.1273
"16851"	"CP"	5	-204.7927	-3.7342
"16861"	"CP"	6	-217.6671	-15.1847
"16871"	"CP"	7	-223.0204	-19.114
"16881"	"CP"	8	-206.6372	-1.3068
"16891"	"CP"	9	-215.7514	-8.997
"16901"	"CP"	10	-220.35	-12.1717
"16911"	"CP"	11	-213.0233	-3.421
"16921"	"CP"	12	-224.2976	-13.2714
"16931"	"CP"	13	-216.229	-3.7788
"16941"	"CP"	14	-208.3182	5.556
"16951"	"CP"	15	-182.5855	32.7126
"16961"	"CP"	16	-193.1884	23.5337
"16971"	"CP"	17	-172.5596	45.5864
"16981"	"CP"	18	-143.9975	75.5726
"16991"	"CP"	19	-107.6697	113.3243
"17001"	"CP"	20	-1.8526	220.5654
"17011"	"CP"	21	130.6764	354.5184
"17021"	"CP"	22	430.6418	655.9078
"17031"	"CP"	23	956.985	1183.6749
"17041"	"CP"	24	1820.5923	2048.7061
"17051"	"CP"	25	3255.8044	3485.3423
"17061"	"CP"	26	5096.2305	5327.1924
"17071"	"CP"	27	7259.2852	7491.6709
"17081"	"CP"	28	9182.9775	9416.7871
"17091"	"CP"	29	10562.584	10797.8174
"17101"	"CP"	30	11813.2002	12049.8574
"17111"	"CP"	31	12551.2891	12789.3711
"17121"	"CP"	32	13452.541	13692.0469
"17131"	"CP"	33	13922.4902	14163.4199
"17141"	"CP"	34	14473.1602	14715.5137
"17151"	"CP"	35	14962.7012	15206.4785
"17161"	"CP"	36	15175.6035	15420.8047
"17171"	"CP"	37	15525.4551	15772.0801
"17181"	"CP"	38	15825.8906	16073.9404
"17191"	"CP"	39	15963.877	16213.3506
"17201"	"CP"	40	16139.9658	16390.8633
"17211"	"CP2"	1	-639.845	125.9789
"17221"	"CP2"	2	-678.0777	107.5568
"17231"	"CP2"	3	-787.0659	18.3791
