"Well"	"Cycle"	"Rn"	"delta.RN"
"890"	"LZ15"	10	-1460.7184	-17.0494
"891"	"LZ15"	11	-1451.0952	-5.4746
"892"	"LZ15"	12	-1441.2163	6.3559
"893"	"LZ15"	13	-1438.4746	11.0492
"894"	"LZ15"	14	-1461.6515	-10.1761
"895"	"LZ15"	15	-1437.8254	15.6015
"896"	"LZ15"	16	-1447.6875	7.691
"897"	"LZ15"	17	-1452.9259	4.4042
"898"	"LZ15"	18	-1444.2246	15.0571
"899"	"LZ15"	19	-1441.4978	19.7355
"900"	"LZ15"	20	-1440.6714	22.5135
"901"	"LZ15"	21	-1436.7146	28.4219
"902"	"LZ15"	22	-1442.7161	24.372
"903"	"LZ15"	23	-1451.7791	17.2606
"904"	"LZ15"	24	-1447.7573	23.2339
"905"	"LZ15"	25	-1449.3462	23.5966
"906"	"LZ15"	26	-1436.9329	37.9615
"907"	"LZ15"	27	-1440.9802	35.8658
"908"	"LZ15"	28	-1440.6169	38.1806
"909"	"LZ15"	29	-1437.9504	42.7987
"910"	"LZ15"	30	-1434.2045	48.4963
"911"	"LZ15"	31	-1436.3669	48.2854
"912"	"LZ15"	32	-1437.7395	48.8644
"913"	"LZ15"	33	-1439.1561	49.3994
"914"	"LZ15"	34	-1437.4438	53.0632
"915"	"LZ15"	35	-1439.3296	53.1291
"916"	"LZ15"	36	-1430.9143	63.496
"917"	"LZ15"	37	-1424.9871	71.3748
"918"	"LZ15"	38	-1436.0403	62.2732
"919"	"LZ15"	39	-1432.4312	67.8339
"920"	"LZ15"	40	-1429.4926	72.7241
"921"	"LZ22"	1	-743.33	102.8219
"922"	"LZ22"	2	-816.2496	38.0605
"923"	"LZ22"	3	-822.6093	39.8589
"924"	"LZ22"	4	-850.8833	19.743
"925"	"LZ22"	5	-881.5935	-2.809
"926"	"LZ22"	6	-906.7001	-19.7574
"927"	"LZ22"	7	-924.8802	-29.7794
"928"	"LZ22"	8	-916.0831	-12.8242
"929"	"LZ22"	9	-932.8358	-21.4186
"930"	"LZ22"	10	-933.0217	-13.4465
"931"	"LZ22"	11	-928.4888	-0.7554
"932"	"LZ22"	12	-933.1915	2.7001
"933"	"LZ22"	13	-936.4224	7.6274
"934"	"LZ22"	14	-938.3668	13.8411
"935"	"LZ22"	15	-943.3461	17.02
"936"	"LZ22"	16	-943.4618	25.0624
"937"	"LZ22"	17	-933.4253	43.257
"938"	"LZ22"	18	-935.634	49.2065
"939"	"LZ22"	19	-945.4218	47.5769
"940"	"LZ22"	20	-931.5258	69.631
"941"	"LZ22"	21	-937.9659	71.349
"942"	"LZ22"	22	-924.9871	92.486
"943"	"LZ22"	23	-948.0983	77.533
"944"	"LZ22"	24	-940.8828	92.9067
"945"	"LZ22"	25	-948.2775	93.67
"946"	"LZ22"	26	-931.5353	118.5704
"947"	"LZ22"	27	-929.3605	128.9033
"948"	"LZ22"	28	-936.6563	129.7657
"949"	"LZ22"	29	-936.7541	137.8261
"950"	"LZ22"	30	-937.9257	144.8127
"951"	"LZ22"	31	-934.6908	156.2057
"952"	"LZ22"	32	-924.6087	174.4459
"953"	"LZ22"	33	-925.1317	182.0811
"954"	"LZ22"	34	-920.5647	194.8062
"955"	"LZ22"	35	-919.3324	204.1967
"956"	"LZ22"	36	-928.9953	202.6919
"957"	"LZ22"	37	-928.6799	211.1655
"958"	"LZ22"	38	-919.134	228.8695
"959"	"LZ22"	39	-918.7856	237.3761
"960"	"LZ22"	40	-907.1321	257.1878
"961"	"LZ01"	1	-438.7484	-13.558
"962"	"LZ01"	2	-402.9664	36.4664
"963"	"LZ01"	3	-419.0569	34.6183
"964"	"LZ01"	4	-451.355	16.5626
"965"	"LZ01"	5	-479.8478	2.3123
"966"	"LZ01"	6	-502.8595	-6.457
"967"	"LZ01"	7	-523.7513	-13.1064
"968"	"LZ01"	8	-556.3711	-31.4838
"969"	"LZ01"	9	-566.0979	-26.9682
"970"	"LZ01"	10	-568.2855	-14.9133
"971"	"LZ01"	11	-568.2137	-0.5991
"972"	"LZ01"	12	-590.2427	-8.3857
"973"	"LZ01"	13	-586.7147	9.3847
"974"	"LZ01"	14	-602.5632	7.7787
"975"	"LZ01"	15	-593.3274	31.2569
"976"	"LZ01"	16	-612.861	25.9657
"977"	"LZ01"	17	-620.4373	32.6318
"978"	"LZ01"	18	-614.6169	52.6946
"979"	"LZ01"	19	-612.2485	69.3055
"980"	"LZ01"	20	-603.8971	91.8992
"981"	"LZ01"	21	-606.9711	103.0677
"982"	"LZ01"	22	-597.6122	126.6689
"983"	"LZ01"	23	-618.2444	120.2792
"984"	"LZ01"	24	-605.8392	146.9268
"985"	"LZ01"	25	-618.5745	148.4339
"986"	"LZ01"	26	-620.9725	160.2784
"987"	"LZ01"	27	-627.299	168.1943
"988"	"LZ01"	28	-650.8377	158.898
"989"	"LZ01"	29	-650.6005	173.3776
"990"	"LZ01"	30	-649.3565	188.864
"991"	"LZ01"	31	-657.8602	194.6028
"992"	"LZ01"	32	-663.457	203.2483
"993"	"LZ01"	33	-670.8513	210.0965
"994"	"LZ01"	34	-666.6973	228.4929
"995"	"LZ01"	35	-660.9452	248.4874
"996"	"LZ01"	36	-650.9489	272.7262
"997"	"LZ01"	37	-637.916	300.0015
"998"	"LZ01"	38	-607.4777	344.6822
"999"	"LZ01"	39	-512.1718	454.2305
"1000"	"LZ01"	40	-384.8479	595.7968
"1001"	"LZ03"	1	-562.0674	132.2902
"1002"	"LZ03"	2	-604.8016	99.6494
"1003"	"LZ03"	3	-662.1702	52.3743
"1004"	"LZ03"	4	-731.8928	-7.2549
"1005"	"LZ03"	5	-739.7679	-5.0365
"1006"	"LZ03"	6	-746.9672	-2.1423
"1007"	"LZ03"	7	-773.7772	-18.8589
"1008"	"LZ03"	8	-780.419	-15.4073
"1009"	"LZ03"	9	-800.8446	-25.7394
"1010"	"LZ03"	10	-804.1398	-18.9411
"1011"	"LZ03"	11	-796.3776	-1.0855
"1012"	"LZ03"	12	-802.1829	3.2026
"1013"	"LZ03"	13	-809.1721	6.3069
"1014"	"LZ03"	14	-814.6287	10.9438
"1015"	"LZ03"	15	-814.0275	21.6384
"1016"	"LZ03"	16	-831.8378	13.9215
"1017"	"LZ03"	17	-837.4637	18.3891
"1018"	"LZ03"	18	-840.3141	25.6322
"1019"	"LZ03"	19	-833.3849	42.6548
"1020"	"LZ03"	20	-826.9282	59.205
"1021"	"LZ03"	21	-822.7006	73.5261
"1022"	"LZ03"	22	-835.3865	70.9336
"1023"	"LZ03"	23	-849.2153	67.1983
"1024"	"LZ03"	24	-817.6047	108.9023
"1025"	"LZ03"	25	-832.8448	103.7557
"1026"	"LZ03"	26	-837.6168	109.0771
"1027"	"LZ03"	27	-838.5472	118.2401
"1028"	"LZ03"	28	-853.4288	113.452
"1029"	"LZ03"	29	-835.3297	141.6446
"1030"	"LZ03"	30	-861.6765	125.3912
"1031"	"LZ03"	31	-871.5905	125.5707
"1032"	"LZ03"	32	-848.1156	159.139
"1033"	"LZ03"	33	-868.8636	148.4845
"1034"	"LZ03"	34	-868.4964	158.9452
"1035"	"LZ03"	35	-878.6387	158.8963
"1036"	"LZ03"	36	-868.1007	179.5278
"1037"	"LZ03"	37	-885.6149	172.107
"1038"	"LZ03"	38	-882.1339	185.6815
"1039"	"LZ03"	39	-881.7919	196.117
"1040"	"LZ03"	40	-874.5587	213.4436
"1041"	"LZ10"	1	-350.3996	257.9782
"1042"	"LZ10"	2	-497.2162	123.5203
"1043"	"LZ10"	3	-599.0663	34.0288
"1044"	"LZ10"	4	-632.4955	12.9583
"1045"	"LZ10"	5	-664.2542	-6.4417
"1046"	"LZ10"	6	-674.3632	-4.192
"1047"	"LZ10"	7	-687.5497	-5.0199
"1048"	"LZ10"	8	-713.2076	-18.3191
"1049"	"LZ10"	9	-709.081	-1.8338
"1050"	"LZ10"	10	-760.4631	-40.8573
"1051"	"LZ10"	11	-752.734	-20.7695
"1052"	"LZ10"	12	-754.3828	-10.0596
"1053"	"LZ10"	13	-744.5013	12.1805
"1054"	"LZ10"	14	-745.2037	23.8368
"1055"	"LZ10"	15	-756.9106	24.4886
"1056"	"LZ10"	16	-765.6353	28.1226
"1057"	"LZ10"	17	-760.1975	45.919
"1058"	"LZ10"	18	-794.744	23.7311
"1059"	"LZ10"	19	-780.2125	50.6214
"1060"	"LZ10"	20	-768.4125	74.78
"1061"	"LZ10"	21	-777.4146	78.1366
"1062"	"LZ10"	22	-780.9825	86.9273
"1063"	"LZ10"	23	-790.6724	89.5961
"1064"	"LZ10"	24	-792.2041	100.4231
"1065"	"LZ10"	25	-793.4695	111.5163
"1066"	"LZ10"	26	-795.7128	121.6317
"1067"	"LZ10"	27	-787.5448	142.1584
"1068"	"LZ10"	28	-806.7962	135.2656
"1069"	"LZ10"	29	-806.9399	147.4806
"1070"	"LZ10"	30	-801.1252	165.654
"1071"	"LZ10"	31	-792.9868	186.151
"1072"	"LZ10"	32	-801.6741	189.8224
"1073"	"LZ10"	33	-798.3676	205.4876
"1074"	"LZ10"	34	-797.5446	218.6692
"1075"	"LZ10"	35	-810.7142	217.8583
"1076"	"LZ10"	36	-822.3838	218.5474
"1077"	"LZ10"	37	-827.191	226.0989
"1078"	"LZ10"	38	-819.5346	246.1139
"1079"	"LZ10"	39	-816.7396	261.2675
"1080"	"LZ10"	40	-825.9094	264.4564
"1081"	"LZ21"	1	-387.75	216.385
"1082"	"LZ21"	2	-517.6598	94.5494
"1083"	"LZ21"	3	-587.8821	32.4012
"1084"	"LZ21"	4	-631.2393	-2.8818
"1085"	"LZ21"	5	-648.1696	-11.7379
"1086"	"LZ21"	6	-649.4011	-4.8952
"1087"	"LZ21"	7	-641.4217	11.1583
"1088"	"LZ21"	8	-662.8683	-2.2142
"1089"	"LZ21"	9	-673.2429	-4.5146
"1090"	"LZ21"	10	-701.8041	-25.0017
"1091"	"LZ21"	11	-707.31	-22.4334
"1092"	"LZ21"	12	-700.8916	-7.9408
"1093"	"LZ21"	13	-707.5943	-6.5694
"1094"	"LZ21"	14	-699.7543	9.3448
"1095"	"LZ21"	15	-681.8886	35.2847
"1096"	"LZ21"	16	-699.2093	26.0381
"1097"	"LZ21"	17	-690.0573	43.2643
"1098"	"LZ21"	18	-697.7614	43.6343
"1099"	"LZ21"	19	-688.1268	61.3431
"1100"	"LZ21"	20	-676.5242	81.0199
"1101"	"LZ21"	21	-695.5154	70.1028
"1102"	"LZ21"	22	-683.7644	89.928
"1103"	"LZ21"	23	-684.4404	97.3261
"1104"	"LZ21"	24	-697.2177	92.623
"1105"	"LZ21"	25	-688.6857	109.2292
"1106"	"LZ21"	26	-703.5148	102.4742
"1107"	"LZ21"	27	-680.6328	133.4304
"1108"	"LZ21"	28	-695.5056	126.6317
"1109"	"LZ21"	29	-697.0201	133.1914
"1110"	"LZ21"	30	-701.3125	136.9732
"1111"	"LZ21"	31	-696.4411	149.9187
"1112"	"LZ21"	32	-699.0276	155.4064
"1113"	"LZ21"	33	-706.9515	155.5566
"1114"	"LZ21"	34	-700.6107	169.9716
"1115"	"LZ21"	35	-706.1028	172.5537
"1116"	"LZ21"	36	-693.2284	193.5022
"1117"	"LZ21"	37	-691.377	203.4278
"1118"	"LZ21"	38	-667.4631	235.4159
"1119"	"LZ21"	39	-616.9434	294.0097
"1120"	"LZ21"	40	-501.5097	417.5176
"1121"	"LZ18"	1	-650.4944	192.0042
"1122"	"LZ18"	2	-760.5025	84.9802
"1123"	"LZ18"	3	-835.0144	13.4524
"1124"	"LZ18"	4	-858.2164	-6.7655
"1125"	"LZ18"	5	-839.9984	14.4367
"1126"	"LZ18"	6	-859.7267	-2.3076
"1127"	"LZ18"	7	-863.6103	-3.207
"1128"	"LZ18"	8	-861.4069	1.9806
"1129"	"LZ18"	9	-880.3549	-13.9833
"1130"	"LZ18"	10	-885.6503	-16.2947
"1131"	"LZ18"	11	-886.4149	-14.0751
"1132"	"LZ18"	12	-878.7733	-3.4494
"1133"	"LZ18"	13	-871.8514	6.4566
"1134"	"LZ18"	14	-860.9993	20.2928
"1135"	"LZ18"	15	-880.8129	3.4634
"1136"	"LZ18"	16	-878.6931	8.5673
"1137"	"LZ18"	17	-887.2204	3.0241
"1138"	"LZ18"	18	-886.414	6.8146
"1139"	"LZ18"	19	-893.7122	2.5006
"1140"	"LZ18"	20	-884.493	14.7038
"1141"	"LZ18"	21	-883.9113	18.2697
"1142"	"LZ18"	22	-926.3061	-21.141
"1143"	"LZ18"	23	-923.4294	-15.2802
"1144"	"LZ18"	24	-925.9763	-14.843
"1145"	"LZ18"	25	-927.7976	-13.6802
"1146"	"LZ18"	26	-940.5446	-23.443
"1147"	"LZ18"	27	-926.9493	-6.8636
"1148"	"LZ18"	28	-934.9812	-11.9114
"1149"	"LZ18"	29	-919.9564	6.0975
"1150"	"LZ18"	30	-924.7381	4.3
"1151"	"LZ18"	31	-935.4399	-3.4178
"1152"	"LZ18"	32	-918.2422	16.764
"1153"	"LZ18"	33	-937.9773	0.0131
"1154"	"LZ18"	34	-931.8199	9.1546
"1155"	"LZ18"	35	-929.2438	14.7149
"1156"	"LZ18"	36	-957.1786	-10.2358
"1157"	"LZ18"	37	-943.5296	6.3973
"1158"	"LZ18"	38	-940.9346	11.9764
"1159"	"LZ18"	39	-924.1344	31.7607
"1160"	"LZ18"	40	-934.3035	24.5758
"1161"	"CS01"	1	-377.6931	131.6056
"1162"	"CS01"	2	-432.0789	64.8992
"1163"	"CS01"	3	-447.2172	37.4404
"1164"	"CS01"	4	-469.4386	2.8984
"1165"	"CS01"	5	-477.1924	-17.176
"1166"	"CS01"	6	-462.983	-15.2872
"1167"	"CS01"	7	-428.3128	7.0625
"1168"	"CS01"	8	-429.8124	-6.7577
"1169"	"CS01"	9	-431.5222	-20.788
"1170"	"CS01"	10	-424.4171	-26.0035
"1171"	"CS01"	11	-381.7594	4.3336
"1172"	"CS01"	12	-365.6577	8.1147
"1173"	"CS01"	13	-345.9854	15.4665
"1174"	"CS01"	14	-348.0148	1.1164
"1175"	"CS01"	15	-327.2307	9.58
"1176"	"CS01"	16	-324.0141	0.476
"1177"	"CS01"	17	-299.7892	12.3803
"1178"	"CS01"	18	-279.4081	20.4409
"1179"	"CS01"	19	-295.3542	-7.8259
"1180"	"CS01"	20	-280.3611	-5.1533
"1181"	"CS01"	21	-288.5311	-25.6438
"1182"	"CS01"	22	-270.8747	-20.308
"1183"	"CS01"	23	-284.0978	-45.8517
"1184"	"CS01"	24	-258.2958	-32.3703
"1185"	"CS01"	25	-268.8255	-55.2206
"1186"	"CS01"	26	-268.6664	-67.382
"1187"	"CS01"	27	-279.1767	-90.2129
"1188"	"CS01"	28	-273.5381	-96.8948
"1189"	"CS01"	29	-243.0563	-78.7336
"1190"	"CS01"	30	-251.0988	-99.0967
"1191"	"CS01"	31	-255.3975	-115.716
"1192"	"CS01"	32	-264.7437	-137.3828
"1193"	"CS01"	33	-256.5134	-141.473
"1194"	"CS01"	34	-267.3716	-164.6519
"1195"	"CS01"	35	-268.3284	-177.9292
"1196"	"CS01"	36	-269.5477	-191.4691
"1197"	"CS01"	37	-275.2779	-209.5199
"1198"	"CS01"	38	-272.1071	-218.6696
"1199"	"CS01"	39	-271.0204	-229.9035
"1200"	"CS01"	40	-245.0364	-216.2401
"1201"	"AV01"	1	-219.625	188.9338
"1202"	"AV01"	2	-315.3158	93.9814
"1203"	"AV01"	3	-386.272	23.7635
"1204"	"AV01"	4	-402.0863	8.6877
"1205"	"AV01"	5	-429.298	-17.7857
"1206"	"AV01"	6	-427.9695	-15.7188
"1207"	"AV01"	7	-415.4194	-2.4303
"1208"	"AV01"	8	-422.9355	-9.2081
"1209"	"AV01"	9	-410.7361	3.7298
"1210"	"AV01"	10	-421.1114	-5.9071
"1211"	"AV01"	11	-409.0767	6.8659
"1212"	"AV01"	12	-425.2756	-8.5946
"1213"	"AV01"	13	-407.3136	10.1058
"1214"	"AV01"	14	-410.3949	7.7629
"1215"	"AV01"	15	-420.1673	-1.2711
"1216"	"AV01"	16	-420.2902	-0.6556
"1217"	"AV01"	17	-415.0195	5.3535
"1218"	"AV01"	18	-413.5989	7.5125
"1219"	"AV01"	19	-412.4895	9.3602
"1220"	"AV01"	20	-389.3201	33.2681
"1221"	"AV01"	21	-395.1878	28.1387
"1222"	"AV01"	22	-375.1113	48.9536
"1223"	"AV01"	23	-397.6515	27.1518
"1224"	"AV01"	24	-383.8368	41.7049
"1225"	"AV01"	25	-407.4769	18.8032
"1226"	"AV01"	26	-389.0385	37.98
"1227"	"AV01"	27	-374.6672	53.0897
"1228"	"AV01"	28	-402.9546	25.5407
"1229"	"AV01"	29	-375.6274	53.6062
"1230"	"AV01"	30	-376.0464	53.9256
"1231"	"AV01"	31	-373.3945	57.3159
"1232"	"AV01"	32	-348.3378	83.111
"1233"	"AV01"	33	-308.6318	123.5554
"1234"	"AV01"	34	-242.1398	190.7858
"1235"	"AV01"	35	-107.1326	326.5314
"1236"	"AV01"	36	152.4596	586.8619
"1237"	"AV01"	37	601.3928	1036.5336
"1238"	"AV01"	38	1378.8186	1814.6978
"1239"	"AV01"	39	2665.1821	3101.7996
"1240"	"AV01"	40	4488.1777	4925.5337
"1241"	"LZ09"	1	-640.9235	190.6324
"1242"	"LZ09"	2	-766.2772	77.3284
"1243"	"LZ09"	3	-821.0538	34.6016
"1244"	"LZ09"	4	-858.6298	9.0753
"1245"	"LZ09"	5	-902.4418	-22.687
"1246"	"LZ09"	6	-886.8504	4.9542
"1247"	"LZ09"	7	-919.4148	-15.5604
"1248"	"LZ09"	8	-917.5765	-1.6725
"1249"	"LZ09"	9	-945.6503	-17.6965
"1250"	"LZ09"	10	-952.6526	-12.649
"1251"	"LZ09"	11	-941.039	11.0143
"1252"	"LZ09"	12	-992.8393	-28.7363
"1253"	"LZ09"	13	-973.5874	2.5654
"1254"	"LZ09"	14	-978.3332	9.8693
"1255"	"LZ09"	15	-973.3307	26.9215
"1256"	"LZ09"	16	-968.741	43.5609
"1257"	"LZ09"	17	-956.6974	67.6542
"1258"	"LZ09"	18	-969.8866	66.5148
"1259"	"LZ09"	19	-967.7343	80.7169
"1260"	"LZ09"	20	-953.0801	107.4208
"1261"	"LZ09"	21	-970.1992	102.3515
"1262"	"LZ09"	22	-955.1894	129.411
"1263"	"LZ09"	23	-952.0989	144.5512
"1264"	"LZ09"	24	-952.192	156.5078
"1265"	"LZ09"	25	-957.6622	163.0873
"1266"	"LZ09"	26	-950.3055	182.4938
"1267"	"LZ09"	27	-952.0527	192.7964
"1268"	"LZ09"	28	-955.0804	201.8184
"1269"	"LZ09"	29	-951.2355	217.713
"1270"	"LZ09"	30	-956.4508	224.5474
"1271"	"LZ09"	31	-941.7467	251.3013
"1272"	"LZ09"	32	-928.8996	276.1981
"1273"	"LZ09"	33	-916.2653	300.8821
"1274"	"LZ09"	34	-927.7376	301.4596
"1275"	"LZ09"	35	-897.6525	343.5944
"1276"	"LZ09"	36	-924.4225	328.8742
"1277"	"LZ09"	37	-928.0227	337.3237
"1278"	"LZ09"	38	-937.2129	340.1832
"1279"	"LZ09"	39	-941.9678	347.478
"1280"	"LZ09"	40	-928.564	372.9316
"1601"	"LZ08"	1	-1037.1486	-1.2645
"1602"	"LZ08"	2	-1021.6945	19.5718
"1603"	"LZ08"	3	-1021.8195	24.8291
"1604"	"LZ08"	4	-1041.5527	10.4781
"1605"	"LZ08"	5	-1062.4249	-5.0119
"1606"	"LZ08"	6	-1072.9481	-10.1528
"1607"	"LZ08"	7	-1072.537	-4.3594
"1608"	"LZ08"	8	-1076.3647	-2.8049
"1609"	"LZ08"	9	-1093.9683	-15.0262
"1610"	"LZ08"	10	-1096.7709	-12.4465
"1611"	"LZ08"	11	-1098.7495	-9.0429
"1612"	"LZ08"	12	-1108.651	-13.5621
"1613"	"LZ08"	13	-1100.6748	-0.2037
"1614"	"LZ08"	14	-1093.4028	12.4506
"1615"	"LZ08"	15	-1086.3831	24.8526
"1616"	"LZ08"	16	-1094.2357	22.3822
"1617"	"LZ08"	17	-1071.5992	50.4009
"1618"	"LZ08"	18	-1082.6475	44.735
"1619"	"LZ08"	19	-1090.8623	41.9024
"1620"	"LZ08"	20	-1079.5781	58.5688
"1621"	"LZ08"	21	-1072.2354	71.2939
"1622"	"LZ08"	22	-1069.3521	79.5594
"1623"	"LZ08"	23	-1065.6221	88.6717
"1624"	"LZ08"	24	-1065.6879	93.9881
"1625"	"LZ08"	25	-1071.259	93.7992
"1626"	"LZ08"	26	-1068.4508	101.9897
"1627"	"LZ08"	27	-1056.158	119.6648
"1628"	"LZ08"	28	-1052.1472	129.0578
"1629"	"LZ08"	29	-1050.0389	136.5484
"1630"	"LZ08"	30	-1057.9259	134.0437
"1631"	"LZ08"	31	-1063.9125	133.4394
"1632"	"LZ08"	32	-1059.4551	143.279
"1633"	"LZ08"	33	-1046.4852	161.6311
"1634"	"LZ08"	34	-1046.9783	166.5203
"1635"	"LZ08"	35	-1058.4736	160.4072
"1636"	"LZ08"	36	-1055.2339	169.0293
"1637"	"LZ08"	37	-1050.78	178.8654
"1638"	"LZ08"	38	-1059.4036	175.6241
"1639"	"LZ08"	39	-1068.3094	172.1005
"1640"	"LZ08"	40	-1052.0618	193.7304
"1641"	"LZ12"	1	-1239.493	26.5473
"1642"	"LZ12"	2	-1221.0734	43.9465
"1643"	"LZ12"	3	-1258.0612	5.9382
"1644"	"LZ12"	4	-1255.6134	7.3654
"1645"	"LZ12"	5	-1265.8234	-3.865
"1646"	"LZ12"	6	-1257.9608	2.977
"1647"	"LZ12"	7	-1264.0676	-4.1503
"1648"	"LZ12"	8	-1266.8914	-7.9946
"1649"	"LZ12"	9	-1255.0856	2.7907
"1650"	"LZ12"	10	-1268.5183	-11.6626
"1651"	"LZ12"	11	-1262.4081	-6.5729
"1652"	"LZ12"	12	-1252.549	2.2657
"1653"	"LZ12"	13	-1256.8553	-3.0612
"1654"	"LZ12"	14	-1236.844	15.9297
"1655"	"LZ12"	15	-1251.7133	0.0399
"1656"	"LZ12"	16	-1236.3018	14.4309
"1657"	"LZ12"	17	-1233.9795	15.7326
"1658"	"LZ12"	18	-1242.2695	6.4221
"1659"	"LZ12"	19	-1231.6029	16.0682
"1660"	"LZ12"	20	-1226.3539	20.2967
"1661"	"LZ12"	21	-1226.4358	19.1942
"1662"	"LZ12"	22	-1237.188	7.4215
"1663"	"LZ12"	23	-1228.1685	15.4205
"1664"	"LZ12"	24	-1212.1189	30.4496
"1665"	"LZ12"	25	-1200.4331	41.1149
"1666"	"LZ12"	26	-1214.3464	26.181
"1667"	"LZ12"	27	-1197.7305	41.7765
"1668"	"LZ12"	28	-1204.3459	34.1405
"1669"	"LZ12"	29	-1190.0701	47.3958
"1670"	"LZ12"	30	-1196.2845	40.1608
"1671"	"LZ12"	31	-1191.9862	43.4386
"1672"	"LZ12"	32	-1200.0765	34.3278
"1673"	"LZ12"	33	-1186.5177	46.8661
"1674"	"LZ12"	34	-1197.2596	35.1037
"1675"	"LZ12"	35	-1201.192	30.1508
"1676"	"LZ12"	36	-1210.933	19.3893
"1677"	"LZ12"	37	-1206.2793	23.0225
"1678"	"LZ12"	38	-1212.584	15.6972
"1679"	"LZ12"	39	-1219.4817	7.779
"1680"	"LZ12"	40	-1216.5175	9.7227
"1681"	"CP"	1	-789.9358	143.0578
"1682"	"CP"	2	-824.0125	104.2741
"1683"	"CP"	3	-872.2612	51.3182
"1684"	"CP"	4	-890.6678	28.2045
"1685"	"CP"	5	-890.7087	23.4565
"1686"	"CP"	6	-909.421	0.0372
"1687"	"CP"	7	-920.2882	-15.5371
"1688"	"CP"	8	-923.4565	-23.4125
"1689"	"CP"	9	-932.3657	-37.0288
"1690"	"CP"	10	-943.7373	-53.1075
"1691"	"CP"	11	-940.4984	-54.5757
"1692"	"CP"	12	-924.235	-43.0194
"1693"	"CP"	13	-903.0912	-26.5827
"1694"	"CP"	14	-856.348	15.4534
"1695"	"CP"	15	-732.3004	134.7939
"1696"	"CP"	16	-514.2922	348.0951
"1697"	"CP"	17	-159.7888	697.8914
"1698"	"CP"	18	514.4265	1367.3995
"1699"	"CP"	19	1597.5315	2445.7974
"1700"	"CP"	20	3056.3845	3899.9434
"1701"	"CP"	21	4113.5806	4952.4321
"1702"	"CP"	22	4845.959	5680.1035
"1703"	"CP"	23	5594.3662	6423.8037
"1704"	"CP"	24	6446.1406	7270.8711
"1705"	"CP"	25	7232.7676	8052.791
"1706"	"CP"	26	8028.4248	8843.7412
"1707"	"CP"	27	8728.0371	9538.6465
"1708"	"CP"	28	9385.874	10191.7764
"1709"	"CP"	29	9986.4287	10787.624
"1710"	"CP"	30	10495.0176	11291.5059
"1711"	"CP"	31	10988.4854	11780.2666
"1712"	"CP"	32	11425.1426	12212.2168
"1713"	"CP"	33	11795.0293	12577.3955
"1714"	"CP"	34	12128.2578	12905.917
"1715"	"CP"	35	12440.8408	13213.793
"1716"	"CP"	36	12702.626	13470.8711
"1717"	"CP"	37	12973.9668	13737.5049
"1718"	"CP"	38	13149.8467	13908.6777
"1719"	"CP"	39	13318.6211	14072.7451
"1720"	"CP"	40	13537.0625	14286.4795
"1721"	"CN"	1	-967.3429	100.7794
"1722"	"CN"	2	-985.8119	83.7597
"1723"	"CN"	3	-1043.9102	27.1108
"1724"	"CN"	4	-1066.8684	5.6018
"1725"	"CN"	5	-1082.2017	-8.2821
"1726"	"CN"	6	-1089.8662	-14.4973
"1727"	"CN"	7	-1086.6113	-9.7931
"1728"	"CN"	8	-1089.2006	-10.933
"1729"	"CN"	9	-1086.2944	-6.5775
"1730"	"CN"	10	-1084.8389	-3.6726
"1731"	"CN"	11	-1077.9877	4.6279
"1732"	"CN"	12	-1084.0621	0.0028
"1733"	"CN"	13	-1074.4796	11.0346
"1734"	"CN"	14	-1088.5016	-1.538
"1735"	"CN"	15	-1081.4972	6.9157
"1736"	"CN"	16	-1098.3859	-8.5236
"1737"	"CN"	17	-1093.7322	-2.4206
"1738"	"CN"	18	-1094.4069	-1.6459
"1739"	"CN"	19	-1092.5291	1.6812
"1740"	"CN"	20	-1085.418	10.2416
"1741"	"CN"	21	-1083.6719	13.437
"1742"	"CN"	22	-1091.7302	6.828
"1743"	"CN"	23	-1099.0447	0.9629
"1744"	"CN"	24	-1076.3199	25.137
"1745"	"CN"	25	-1077.2949	25.6113
"1746"	"CN"	26	-1081.3467	23.0089
"1747"	"CN"	27	-1083.5977	22.2073
"1748"	"CN"	28	-1084.2384	23.0158
"1749"	"CN"	29	-1078.9412	29.7624
"1750"	"CN"	30	-1080.8813	29.2716
"1751"	"CN"	31	-1088.8351	22.7672
"1752"	"CN"	32	-1078.5168	34.5347
"1753"	"CN"	33	-1090.2477	24.2532
"1754"	"CN"	34	-1083.6086	32.3416
"1755"	"CN"	35	-1093.4569	23.9427
"1756"	"CN"	36	-1088.1285	30.7204
"1757"	"CN"	37	-1091.5333	28.7649
"1758"	"CN"	38	-1098.9905	22.7571
"1759"	"CN"	39	-1103.3898	19.8071
"1760"	"CN"	40	-1108.4989	16.1473
"1761"	"CN"	1	-1003.2164	85.347
"1762"	"CN"	2	-1034.1525	64.6598
"1763"	"CN"	3	-1081.7634	27.2977
"1764"	"CN"	4	-1127.2854	-7.9754
"1765"	"CN"	5	-1125.96	3.5989
"1766"	"CN"	6	-1149.8804	-10.0727
"1767"	"CN"	7	-1150.2535	-0.197
"1768"	"CN"	8	-1168.4453	-8.1399
"1769"	"CN"	9	-1176.7261	-6.1718
"1770"	"CN"	10	-1191.3362	-10.5331
"1771"	"CN"	11	-1196.9203	-5.8683
"1772"	"CN"	12	-1199.7445	1.5563
"1773"	"CN"	13	-1227.8621	-16.3124
"1774"	"CN"	14	-1207.2944	14.5041
